epoch,loss,val_loss
0,3.11044942782008,2.615291774367861
1,2.289527106566124,2.3533117863432396
2,2.090780789854421,3.870689307249591
3,2.0108667129769984,2.293219211109887
4,1.9329490795299558,2.375826714182401
5,1.883737419661005,3.4575536456143032
6,1.8015670177282592,1.850729505891973
7,1.7594104635180012,1.9208661167057277
8,1.7484747951636082,1.7691905951568296
9,1.6813530589258947,1.6600187741179646
10,1.66270288075942,2.2662083487405864
11,1.6674561266991772,1.9136033602754339
12,1.6006448941080387,2.4935550773246304
13,1.583213217093634,2.66188620753864
14,1.5485538717248934,2.0136240957724363
15,1.5317052599919683,1.5386026368926535
16,1.5485498650167429,1.7023604305051019
17,1.4860293503664375,2.1638332246860603
18,1.5071739853852568,1.5083403265677504
19,1.4699756013583742,1.5474424469657064
20,1.4876569873704086,1.5729829508926352
21,1.4651036445750443,1.4859705583879848
22,1.422346917316009,2.150619150537258
23,1.4483087100622645,1.6580413975279664
24,1.4466022799523175,1.7708443369824403
25,1.4288339635945309,2.194422827704236
26,1.4147322915397127,1.5013820254981194
27,1.3895943165205207,1.432456569901011
28,1.3862838856199433,1.459719845902278
29,1.3923131531118094,2.404681909650175
30,1.3759550804847287,1.412007827901582
31,1.385329925527843,1.3551528611051007
32,1.3391479106228912,1.3889575061922659
33,1.3305990702409431,2.0587629633521
34,1.3452163138333382,1.3316359022461939
35,1.334840419072944,1.3283577147620846
36,1.3236747437998457,1.355020900048356
37,1.308336040802008,1.3699173899773922
38,1.2840894889056815,1.4585420524060024
39,1.3194738536854769,1.2984649191505782
40,1.2869055961187799,1.821018649157767
41,1.2895240232267742,1.3064359030969661
42,1.288208916161462,1.3129779483414485
43,1.308321486967466,1.3052451888935397
44,1.263617483055793,1.2804000224988148
45,1.2524808364694533,1.6141829240774037
46,1.283411804060907,1.4189533528039013
47,1.23793028365772,1.2934519830650872
48,1.2501372164432771,1.3561408936730537
49,1.2449178090802648,1.2681934636616714
50,1.2422676293589423,1.3496952110432106
51,1.2725438447695852,1.3940337400939216
52,1.2596567949317525,1.2872758183786162
53,1.2370448703787136,1.2822895443868623
54,1.2166498210654968,1.2718573392254033
55,1.233742977240618,1.5085237160272833
56,1.231509710011417,1.5121603780356363
57,1.2047905626476247,1.2217622022789807
58,1.2132146083252868,1.231273645274614
59,1.1930807679939057,1.27127862379178
60,1.2092833389480921,1.666396590356198
61,1.1879435467488373,1.178637870047722
62,1.1968712203914325,1.2353660352445022
63,1.1989445092952262,1.270184767800708
64,1.2088061004032107,1.3544997893043595
65,1.1678026855352692,1.1874820287723609
66,1.1745651942998523,1.339966520472445
67,1.161527662491411,1.1678002843358555
68,1.160802642662611,1.2058451648691195
69,1.158443544350752,1.2592094203741468
70,1.1512810467591366,1.16473134430247
71,1.2059595402200802,1.3040569821487151
72,1.1534607720891545,1.2774849011283576
73,1.1769327037689146,1.2131037089466934
74,1.1407730297018441,1.1754246860714086
75,1.1683277845781448,1.1707183949580502
76,1.1378008677117115,1.6974905986397006
77,1.1553982835204861,1.1762360709607507
78,1.146201026339028,1.4003479336241547
79,1.1335733066929796,1.1220992191387005
80,1.1604959315728063,1.1591600600835357
81,1.1403429227085697,1.1402955716793306
82,1.1201480374513975,1.2267326849894602
83,1.1274221816633339,1.1444583487153699
84,1.143771449294429,1.1891770169172138
85,1.1220208855809282,1.1281288688104598
86,1.1201864367136722,1.2766915654900652
87,1.1286787825923468,1.179532586407912
88,1.1114564700542875,1.1183474761128007
89,1.1249856285397206,1.2175337557543535
90,1.1481290495426042,1.3371869879340093
91,1.1138176457560645,1.1950533148132718
92,1.112917871299007,1.1429525570491197
93,1.0988700619242153,1.1167631732236432
94,1.093134730959364,1.3497677632067833
95,1.0972937063716635,1.1478339289168182
96,1.100443718776311,1.4217820094625977
97,1.1122680846370303,1.4440235690768262
98,1.1081852585352618,1.1237649414789224
99,1.0875961953152817,1.173405442829533
100,1.0863868037524136,1.1124237052533763
101,1.0832305715204842,1.217365052260271
102,1.1060714877194833,1.1193014394519207
103,1.074432515070749,1.2799639864953773
104,1.1118132110498786,1.1557394605261688
105,1.0771743331167416,1.2462403332970635
106,1.109011370110717,1.1477760346728019
107,1.0841655174080982,1.0885571650579198
108,1.071806692277675,1.175558683730949
109,1.07566649033105,1.1497688124270224
110,1.100288098159965,1.2224528827117331
111,1.0789258665114156,1.237841665858712
112,1.0654259098681267,1.1004520068126107
113,1.0684354954101585,1.0976926571588372
114,1.0706570646724112,1.163706167919995
115,1.068518687249673,1.2720678054667385
116,1.0635636212169535,1.211243090906049
117,1.0681378838077173,1.3353107182339294
118,1.0709963819998851,1.1061820452590778
119,1.061770791924277,1.1157351503253705
120,1.0872083378753377,1.1979506316744017
121,1.0827199738946225,1.0995477458860283
122,1.0559030965791838,1.156125286062951
123,1.0503407877203232,1.1077405074175166
124,1.0532123812561243,1.1039729537801326
125,1.0498453517767532,1.6443351458956308
126,1.045742276985959,1.1223852783109247
127,1.0566953666918821,1.1301339757256388
128,1.0366717597583024,1.1109569118485476
129,1.0337655102040746,1.2117388348322684
130,1.0505406103361257,1.0996591325359155
131,1.0394569028426448,1.0669381662932655
132,1.0363439914146477,1.0815072798660585
133,1.0473197618177188,1.097476789206219
134,1.0325799871113848,1.0583366054036352
135,1.0345837095240265,1.169043660866451
136,1.0545002170317717,1.0704177784745046
137,1.0315102188497562,1.0501083660824506
138,1.0380299150677919,1.1385780953039368
139,1.0542156211070552,1.0654955200991003
140,1.0262833326798633,1.3199018467266341
141,1.0307168165431275,1.1413087644710704
142,1.0577234450553246,1.164237457177714
143,1.0226631464282963,1.0759821030394063
144,1.0253908855970515,1.1037622591081262
145,1.015238250591224,1.0543919133889368
146,1.0159130082668943,1.0238369400427576
147,1.0172833296837949,1.059883249835172
148,1.0264520463707265,1.053214007329318
149,1.0044292340463952,1.0343127292066139
150,1.0164785763286184,1.0314978157004264
151,1.0195966636291467,1.0409768767021157
152,1.0090221342158645,1.0227917144161078
153,1.0216364075743343,1.1296243885399695
154,1.009636541979827,1.481032504591831
155,1.0109554477541567,1.3619847970617998
156,1.0025018572275637,1.1086089430663493
157,1.0029053564909425,1.0341869400124066
158,0.9936955061240651,1.0553733906612233
159,1.0030379879432865,1.0722997758410546
160,1.0176007170592116,1.0848142929652878
161,1.002113871995565,1.2435779677298693
162,0.9938100932528541,1.0171163361442435
163,0.9975173242743816,1.3245183834987069
164,1.0099940241883234,1.2722750895340074
165,0.9954546021025209,1.0343785072899654
166,0.999597944653919,1.0367479308770318
167,0.982859231011812,1.0049478217043213
168,0.9954122095284245,1.0396192731390945
169,0.9972277072042597,1.11128655861198
170,0.9838467082254976,1.0530814686828678
171,0.9846618244529493,1.0491876035938221
172,0.9829098706452016,1.0894075493100115
173,0.9899515212151836,1.013805599625075
174,0.9811791627127564,1.0998570966128143
175,1.006845491047914,1.0219449980808086
176,0.9978066218548727,0.9929005675309781
177,0.994281415234481,0.9961485788487219
178,0.9885342268949103,1.040006550530333
179,0.9726058982215363,1.032680996780602
180,0.9864559939576775,1.0850049719456543
181,0.9705704560835068,1.1020796924459209
182,0.9948341612528752,1.0322441824229138
183,0.9868965419510741,1.0003698332251239
184,0.9915089773197545,1.0851072862141449
185,0.9748625011723602,1.0708022667899106
186,0.9699767203078827,1.0507502301022595
187,1.0176992538382423,1.3627356940031279
188,0.9732115400012188,1.006122829466726
189,0.9698803504301735,1.063072533962946
190,0.9653270767444484,0.9939738477670148
191,0.9750220183925137,1.073690601768445
192,0.985862467016677,1.0816644307685226
193,0.9707044307006016,1.0930967763109016
194,0.9663839161149177,0.9862914822138811
195,0.9687165584143426,0.9976857705608452
196,0.9744611253648019,1.1358512649873367
197,0.9690877254903981,0.9855643349227042
198,0.9623663249992572,1.0984143437796925
199,0.9709622748018109,0.9719009636959174
200,0.9576217946105415,1.0722772844204593
201,0.9810977285076912,0.9917279745067293
202,0.9675732385717254,1.031184151621524
203,0.9615606640451613,1.0697038204246891
204,0.9564637828306166,1.0508667704556998
205,0.9699194240281445,1.1752638530678035
206,0.9705377412415797,1.0489498663951198
207,0.9658656264517329,1.1890874775627989
208,0.9534763490063782,1.0209244436881997
209,0.9624657062597053,0.9953845375546531
210,0.9507239194252796,1.0933056984520444
211,0.972323737067757,1.048064649105072
212,0.9679274664786486,1.0921104662203416
213,0.9563314625129992,1.0277313290602388
214,0.9501634814739987,0.9989373647851448
215,0.9569010285007304,1.0209338808940756
216,0.9536030025533826,1.1281894587642565
217,0.9682940679604402,1.0046163790352824
218,0.9632551018486892,1.0289902691629975
219,0.940813955378859,0.9802804242353145
220,0.9587963251939964,1.0852444403943988
221,0.9390111696325164,0.9947415621047493
222,0.951185600037558,1.2797163619703456
223,0.9594906479186714,0.9929358234979727
224,0.9439004907166741,1.0307499530703523
225,0.9477699434217962,1.0144847157693433
226,0.9507596034671745,1.0972999244899877
227,0.9452586084006128,1.0073819679035128
228,0.9409913460552863,0.9840789567934324
229,0.9391065573247993,1.0977358366509613
230,0.949170823298886,0.9845080558719739
231,0.9449079760361264,0.9704321892863818
232,0.9444017522784698,1.0382024477567973
233,0.9498127888402729,0.9938523116556844
234,0.9359206683831672,1.2401872801719938
235,0.9489091283084861,0.9552611920172032
236,0.9366113660953803,0.9548066982458867
237,0.927456034657757,1.053409219927452
238,0.9379152569204199,0.9666671354742558
239,0.9392090064205535,0.9744513930694128
240,0.934455788574161,1.060447465142994
241,0.9357251232028881,0.9723842802720679
242,0.9344150963274679,1.038633530251575
243,0.9281903170084794,0.9454347988950784
244,0.9281221161833536,1.1052710675783088
245,0.9403828986323765,1.1156801653348856
246,0.9492353883830936,0.9748001538784347
247,0.9355186997382039,1.0212229393249335
248,0.9355862624670298,1.0107367064930823
249,0.9384519266508764,1.0139601527979967
250,0.9311033408897779,0.9735866092351942
251,0.9194395025469916,1.1244504455169624
252,0.955722147233929,0.9776583970371573
253,0.9343523696544407,0.9633832617184279
254,0.932162741057316,0.9935913744455843
255,0.9221871170355052,0.9562954943094256
256,0.928943090185917,1.071984281753347
257,0.9184351982243238,0.9973442678278364
258,0.9349931605722768,0.9973786084391426
259,0.9263183188385248,0.9745372102001587
260,0.940120790805282,1.0070314033846446
261,0.9313423952106155,0.9904159368052913
262,0.9224744038469437,0.9849239220737689
263,0.9146335244311691,0.9713555771137127
264,0.9269536431806412,0.9757227493570504
265,0.925834190659403,0.9799234543533301
266,0.9175097201139389,1.0071312214546653
267,0.9147948752964101,0.9660528443846288
268,0.9294257769637064,0.9478224187605166
269,0.9142157246482414,0.9531058162669157
270,0.9195199979646603,1.0060687970492292
271,0.9264134997469333,0.9999156747892731
272,0.9061124076240189,0.9511649414930194
273,0.9184396874946407,0.9916405206882638
274,0.936242057529746,0.9633891588185539
275,0.9160529922227565,0.9629656991673032
276,0.9170757133742737,1.0383686849211917
277,0.903322715208993,1.068136854948759
278,0.9084282080984374,0.9910386011417446
279,0.9254014759486783,0.9920920495889718
280,0.918608869344955,1.0309830240171858
281,0.9232315572632008,0.9761661268336335
282,0.9165861508807547,0.9390474872134909
283,0.9051372061283887,0.9448094385640186
284,0.9051221425972307,0.9489770071944753
285,0.9270868135717653,1.0094003661038125
286,0.9062911831352809,1.0217749055459568
287,0.9121551506741102,1.0595236177959424
288,0.9108263135013325,1.0195940638583494
289,0.911279579386585,1.0716700364769398
290,0.8939381130336386,1.0196978367791505
291,0.9103244488009149,0.9417986125845786
292,0.9106508320913682,0.9617422089222777
293,0.9077738762072751,1.0344762580529183
294,0.9000142628920994,0.987605499685779
295,0.899620844684387,0.9544390508725257
296,0.9002525537930769,1.1664988086951997
297,0.9081850427850563,0.9432962329268417
298,0.9061742748242725,0.9404898054966618
299,0.9028202070860242,0.9249408081596389
300,0.8997066884463895,0.9797127953225847
301,0.9058562966242228,1.043859907360964
302,0.9334928233766298,0.9618054779520001
303,0.8962046843343724,1.0174260566324973
304,0.9127993498421202,1.0821594204937588
305,0.8959137341633615,0.9586158554506135
306,0.9129178789855189,0.9723461089372711
307,0.8930836563734691,1.0181055615456402
308,0.8942888308080301,1.1016017482059706
309,0.892998458132238,0.9332109222217668
310,0.8965037538295872,0.9356252064405638
311,0.8949043397483418,0.9310065370222762
312,0.8971039712637919,1.0037717500967978
313,0.9128729212849943,0.9653177009945881
314,0.8917206136824866,0.913606506523413
315,0.8884031839262874,1.0885062484879446
316,0.8824695893897111,0.9380255912511581
317,0.8844720321918377,0.9645283596080441
318,0.8904445321459648,0.9217476206207094
319,0.8864792200762514,0.9996682406611107
320,0.8995203040385937,0.9273863500491492
321,0.8820205386579701,0.9448462484482179
322,0.8852981280733652,0.9666645533911701
323,0.897600499250282,0.9482535055466768
324,0.8878018321999321,0.9663315685017924
325,0.8941894468607209,1.0333628921647025
326,0.8948713215094685,0.912219055958256
327,0.8870665390672255,0.9264379962305614
328,0.8877908939595965,0.9408184807366647
329,0.8869130909158075,0.9116578126227107
330,0.8870745107754662,0.9680547923865536
331,0.8899805962127955,0.9140604060331929
332,0.888072172474732,0.9337528630896487
333,0.8815139872361688,0.9437304172177116
334,0.8946058329749008,0.9350794605025443
335,0.8863425011105429,1.0137994169011622
336,0.9008083860750371,0.9745137684851857
337,0.880474572445261,0.905960950056965
338,0.8743508915473565,0.9173695904010798
